minCharge,chargeDispRate,initCharge,vehicleNum,vehicleType,initSpeed
0,24,600,206,PlugInEV,1
0,24,600,208,OnlineEV,1
0,24,600,210,PlugInEV,1
0,24,600,212,OnlineEV,1
0,24,600,214,PlugInEV,1
0,24,600,216,OnlineEV,1
0,24,600,218,PlugInEV,1
0,24,600,220,OnlineEV,1
0,24,600,222,PlugInEV,1
0,24,600,224,OnlineEV,1
0,24,600,226,PlugInEV,1
0,24,600,228,OnlineEV,1
0,24,600,230,PlugInEV,1
0,24,600,232,OnlineEV,1
0,24,600,234,PlugInEV,1
0,24,600,236,OnlineEV,1
0,24,600,238,PlugInEV,1
0,24,600,240,OnlineEV,1
0,24,600,242,PlugInEV,1
0,24,600,244,OnlineEV,1
0,24,600,246,PlugInEV,1
0,24,600,248,OnlineEV,1
0,24,600,250,PlugInEV,1
0,24,600,252,OnlineEV,1
0,24,600,254,PlugInEV,1
0,24,600,256,OnlineEV,1
0,24,600,258,PlugInEV,1
0,24,600,260,OnlineEV,1
0,24,600,262,PlugInEV,1
0,24,600,264,OnlineEV,1
0,24,600,266,PlugInEV,1
0,24,600,268,OnlineEV,1
0,24,600,270,PlugInEV,1
0,24,600,272,OnlineEV,1
0,24,600,274,PlugInEV,1
0,24,600,276,OnlineEV,1
0,24,600,278,PlugInEV,1
0,24,600,280,OnlineEV,1
0,24,600,282,PlugInEV,1
0,24,600,284,OnlineEV,1
0,24,600,286,PlugInEV,1
0,24,600,288,OnlineEV,1
0,24,600,290,PlugInEV,1
0,24,600,292,OnlineEV,1
0,24,600,294,PlugInEV,1
0,24,600,296,OnlineEV,1
0,24,600,298,PlugInEV,1
0,24,600,300,OnlineEV,1
0,24,600,302,PlugInEV,1
0,24,600,304,OnlineEV,1
0,24,600,306,PlugInEV,1
0,24,600,308,OnlineEV,1
0,24,600,310,PlugInEV,1
0,24,600,312,OnlineEV,1
0,24,600,314,PlugInEV,1
0,24,600,316,OnlineEV,1
0,24,600,318,PlugInEV,1
0,24,600,320,OnlineEV,1
0,24,600,322,PlugInEV,1
0,24,600,324,OnlineEV,1
0,24,600,326,PlugInEV,1
0,24,600,328,OnlineEV,1
0,24,600,330,PlugInEV,1
0,24,600,332,OnlineEV,1
0,24,600,334,PlugInEV,1
0,24,600,336,OnlineEV,1
0,24,600,338,PlugInEV,1
0,24,600,340,OnlineEV,1
0,24,600,342,PlugInEV,1
0,24,600,344,OnlineEV,1
0,24,600,346,PlugInEV,1
0,24,600,348,OnlineEV,1
0,24,600,350,PlugInEV,1
0,24,600,352,OnlineEV,1
0,24,600,354,PlugInEV,1
0,24,600,356,OnlineEV,1
0,24,600,358,PlugInEV,1
0,24,600,360,OnlineEV,1
0,24,600,362,PlugInEV,1
0,24,600,364,OnlineEV,1
0,24,600,366,PlugInEV,1
0,24,600,368,OnlineEV,1
0,24,600,370,PlugInEV,1
0,24,600,372,OnlineEV,1
0,24,600,374,PlugInEV,1
0,24,600,376,OnlineEV,1
0,24,600,378,PlugInEV,1
0,24,600,380,OnlineEV,1
0,24,600,382,PlugInEV,1
0,24,600,384,OnlineEV,1
0,24,600,386,PlugInEV,1
0,24,600,388,OnlineEV,1
0,24,600,390,PlugInEV,1
0,24,600,392,OnlineEV,1
0,24,600,394,PlugInEV,1
0,24,600,396,OnlineEV,1
0,24,600,398,PlugInEV,1
0,24,600,400,OnlineEV,1
0,24,600,402,PlugInEV,1
0,24,600,404,OnlineEV,1
0,24,600,406,PlugInEV,1
0,24,600,408,OnlineEV,1
0,24,600,410,PlugInEV,1
0,24,600,412,OnlineEV,1
0,24,600,414,PlugInEV,1
0,24,600,416,OnlineEV,1
0,24,600,418,PlugInEV,1
0,24,600,420,OnlineEV,1
0,24,600,422,PlugInEV,1
0,24,600,424,OnlineEV,1
0,24,600,426,PlugInEV,1
0,24,600,428,OnlineEV,1
0,24,600,430,PlugInEV,1
0,24,600,432,OnlineEV,1
0,24,600,434,PlugInEV,1
0,24,600,436,OnlineEV,1
0,24,600,438,PlugInEV,1
0,24,600,440,OnlineEV,1
0,24,600,442,PlugInEV,1
0,24,600,444,OnlineEV,1
0,24,600,446,PlugInEV,1
0,24,600,448,OnlineEV,1
0,24,600,450,PlugInEV,1
0,24,600,452,OnlineEV,1
0,24,600,454,PlugInEV,1
0,24,600,456,OnlineEV,1
0,24,600,458,PlugInEV,1
0,24,600,460,OnlineEV,1
0,24,600,462,PlugInEV,1
0,24,600,464,OnlineEV,1
0,24,600,466,PlugInEV,1
0,24,600,468,OnlineEV,1
0,24,600,470,PlugInEV,1
0,24,600,472,OnlineEV,1
0,24,600,474,PlugInEV,1
0,24,600,476,OnlineEV,1
0,24,600,478,PlugInEV,1
0,24,600,480,OnlineEV,1
0,24,600,482,PlugInEV,1
0,24,600,484,OnlineEV,1
0,24,600,486,PlugInEV,1
0,24,600,488,OnlineEV,1
0,24,600,490,PlugInEV,1
0,24,600,492,OnlineEV,1
0,24,600,494,PlugInEV,1
0,24,600,496,OnlineEV,1
0,24,600,498,PlugInEV,1
0,24,600,500,OnlineEV,1
0,24,600,502,PlugInEV,1
0,24,600,504,OnlineEV,1
0,24,600,506,PlugInEV,1
0,24,600,508,OnlineEV,1
0,24,600,510,PlugInEV,1
0,24,600,512,OnlineEV,1
0,24,600,514,PlugInEV,1
0,24,600,516,OnlineEV,1
0,24,600,518,PlugInEV,1
0,24,600,520,OnlineEV,1
0,24,600,522,PlugInEV,1
0,24,600,524,OnlineEV,1
0,24,600,526,PlugInEV,1
0,24,600,528,OnlineEV,1
0,24,600,530,PlugInEV,1
0,24,600,532,OnlineEV,1
0,24,600,534,PlugInEV,1
0,24,600,536,OnlineEV,1
0,24,600,538,PlugInEV,1
0,24,600,540,OnlineEV,1
0,24,600,542,PlugInEV,1
0,24,600,544,OnlineEV,1
0,24,600,546,PlugInEV,1
0,24,600,548,OnlineEV,1
0,24,600,550,PlugInEV,1
0,24,600,552,OnlineEV,1
0,24,600,554,PlugInEV,1
0,24,600,556,OnlineEV,1
0,24,600,558,PlugInEV,1
0,24,600,560,OnlineEV,1
0,24,600,562,PlugInEV,1
0,24,600,564,OnlineEV,1
0,24,600,566,PlugInEV,1
0,24,600,568,OnlineEV,1
0,24,600,570,PlugInEV,1
0,24,600,572,OnlineEV,1
0,24,600,574,PlugInEV,1
0,24,600,576,OnlineEV,1
0,24,600,578,PlugInEV,1
0,24,600,580,OnlineEV,1
0,24,600,582,PlugInEV,1
0,24,600,584,OnlineEV,1
0,24,600,586,PlugInEV,1
0,24,600,588,OnlineEV,1
0,24,600,590,PlugInEV,1
0,24,600,592,OnlineEV,1
0,24,600,594,PlugInEV,1
0,24,600,596,OnlineEV,1
0,24,600,598,PlugInEV,1
0,24,600,600,OnlineEV,1
0,24,600,602,PlugInEV,1
0,24,600,604,OnlineEV,1
0,24,600,606,PlugInEV,1
0,24,600,608,OnlineEV,1
0,24,600,610,PlugInEV,1
0,24,600,612,OnlineEV,1
0,24,600,614,PlugInEV,1
0,24,600,616,OnlineEV,1
0,24,600,618,PlugInEV,1
0,24,600,620,OnlineEV,1
0,24,600,622,PlugInEV,1
0,24,600,624,OnlineEV,1
0,24,600,626,PlugInEV,1
0,24,600,628,OnlineEV,1
0,24,600,630,PlugInEV,1
0,24,600,632,OnlineEV,1
0,24,600,634,PlugInEV,1
0,24,600,636,OnlineEV,1
0,24,600,638,PlugInEV,1
0,24,600,640,OnlineEV,1
0,24,600,642,PlugInEV,1
0,24,600,644,OnlineEV,1
0,24,600,646,PlugInEV,1
0,24,600,648,OnlineEV,1
0,24,600,650,PlugInEV,1
0,24,600,652,OnlineEV,1
0,24,600,654,PlugInEV,1
0,24,600,656,OnlineEV,1
0,24,600,658,PlugInEV,1
0,24,600,660,OnlineEV,1
0,24,600,662,PlugInEV,1
0,24,600,664,OnlineEV,1
0,24,600,666,PlugInEV,1
0,24,600,668,OnlineEV,1
0,24,600,670,PlugInEV,1
0,24,600,672,OnlineEV,1
0,24,600,674,PlugInEV,1
0,24,600,676,OnlineEV,1
0,24,600,678,PlugInEV,1
0,24,600,680,OnlineEV,1
0,24,600,682,PlugInEV,1
0,24,600,684,OnlineEV,1
0,24,600,686,PlugInEV,1
0,24,600,688,OnlineEV,1
0,24,600,690,PlugInEV,1
0,24,600,692,OnlineEV,1
0,24,600,694,PlugInEV,1
0,24,600,696,OnlineEV,1
0,24,600,698,PlugInEV,1
0,24,600,700,OnlineEV,1
0,24,600,702,PlugInEV,1
0,24,600,704,OnlineEV,1
0,24,600,706,PlugInEV,1
0,24,600,708,OnlineEV,1
0,24,600,710,PlugInEV,1
0,24,600,712,OnlineEV,1
0,24,600,714,PlugInEV,1
0,24,600,716,OnlineEV,1
0,24,600,718,PlugInEV,1
0,24,600,720,OnlineEV,1
0,24,600,722,PlugInEV,1
0,24,600,724,OnlineEV,1
0,24,600,726,PlugInEV,1
0,24,600,728,OnlineEV,1
0,24,600,730,PlugInEV,1
0,24,600,732,OnlineEV,1
0,24,600,734,PlugInEV,1
0,24,600,736,OnlineEV,1
0,24,600,738,PlugInEV,1
0,24,600,740,OnlineEV,1
0,24,600,742,PlugInEV,1
0,24,600,744,OnlineEV,1
0,24,600,746,PlugInEV,1
0,24,600,748,OnlineEV,1
0,24,600,750,PlugInEV,1
0,24,600,752,OnlineEV,1
0,24,600,754,PlugInEV,1
0,24,600,756,OnlineEV,1
0,24,600,758,PlugInEV,1
0,24,600,760,OnlineEV,1
0,24,600,762,PlugInEV,1
0,24,600,764,OnlineEV,1
0,24,600,766,PlugInEV,1
0,24,600,768,OnlineEV,1
0,24,600,770,PlugInEV,1
0,24,600,772,OnlineEV,1
0,24,600,774,PlugInEV,1
0,24,600,776,OnlineEV,1
0,24,600,778,PlugInEV,1
0,24,600,780,OnlineEV,1
0,24,600,782,PlugInEV,1
0,24,600,784,OnlineEV,1
0,24,600,786,PlugInEV,1
0,24,600,788,OnlineEV,1
0,24,600,790,PlugInEV,1
0,24,600,792,OnlineEV,1
0,24,600,794,PlugInEV,1
0,24,600,796,OnlineEV,1
0,24,600,798,PlugInEV,1
0,24,600,800,OnlineEV,1
0,24,600,802,PlugInEV,1
0,24,600,804,OnlineEV,1
0,24,600,806,PlugInEV,1
0,24,600,808,OnlineEV,1
0,24,600,810,PlugInEV,1
0,24,600,812,OnlineEV,1
0,24,600,814,PlugInEV,1
0,24,600,816,OnlineEV,1
0,24,600,818,PlugInEV,1
0,24,600,820,OnlineEV,1
0,24,600,822,PlugInEV,1
0,24,600,824,OnlineEV,1
0,24,600,826,PlugInEV,1
0,24,600,828,OnlineEV,1
0,24,600,830,PlugInEV,1
0,24,600,832,OnlineEV,1
0,24,600,834,PlugInEV,1
0,24,600,836,OnlineEV,1
0,24,600,838,PlugInEV,1
0,24,600,840,OnlineEV,1
0,24,600,842,PlugInEV,1
0,24,600,844,OnlineEV,1
0,24,600,846,PlugInEV,1
0,24,600,848,OnlineEV,1
0,24,600,850,PlugInEV,1
0,24,600,852,OnlineEV,1
0,24,600,854,PlugInEV,1
0,24,600,856,OnlineEV,1
0,24,600,858,PlugInEV,1
0,24,600,860,OnlineEV,1
0,24,600,862,PlugInEV,1
0,24,600,864,OnlineEV,1
0,24,600,866,PlugInEV,1
0,24,600,868,OnlineEV,1
0,24,600,870,PlugInEV,1
0,24,600,872,OnlineEV,1
0,24,600,874,PlugInEV,1
0,24,600,876,OnlineEV,1
0,24,600,878,PlugInEV,1
0,24,600,880,OnlineEV,1
0,24,600,882,PlugInEV,1
0,24,600,884,OnlineEV,1
0,24,600,886,PlugInEV,1
0,24,600,888,OnlineEV,1
0,24,600,890,PlugInEV,1
0,24,600,892,OnlineEV,1
0,24,600,894,PlugInEV,1
0,24,600,896,OnlineEV,1
0,24,600,898,PlugInEV,1
0,24,600,900,OnlineEV,1
0,24,600,902,PlugInEV,1
0,24,600,904,OnlineEV,1
0,24,600,906,PlugInEV,1
0,24,600,908,OnlineEV,1
0,24,600,910,PlugInEV,1
0,24,600,912,OnlineEV,1
0,24,600,914,PlugInEV,1
0,24,600,916,OnlineEV,1
0,24,600,918,PlugInEV,1
0,24,600,920,OnlineEV,1
0,24,600,922,PlugInEV,1
0,24,600,924,OnlineEV,1
0,24,600,926,PlugInEV,1
0,24,600,928,OnlineEV,1
0,24,600,930,PlugInEV,1
0,24,600,932,OnlineEV,1
0,24,600,934,PlugInEV,1
0,24,600,936,OnlineEV,1
0,24,600,938,PlugInEV,1
0,24,600,940,OnlineEV,1
0,24,600,942,PlugInEV,1
0,24,600,944,OnlineEV,1
0,24,600,946,PlugInEV,1
0,24,600,948,OnlineEV,1
0,24,600,950,PlugInEV,1
0,24,600,952,OnlineEV,1
0,24,600,954,PlugInEV,1
0,24,600,956,OnlineEV,1
0,24,600,958,PlugInEV,1
0,24,600,960,OnlineEV,1
0,24,600,962,PlugInEV,1
0,24,600,964,OnlineEV,1
0,24,600,966,PlugInEV,1
0,24,600,968,OnlineEV,1
0,24,600,970,PlugInEV,1
0,24,600,972,OnlineEV,1
0,24,600,974,PlugInEV,1
0,24,600,976,OnlineEV,1
0,24,600,978,PlugInEV,1
0,24,600,980,OnlineEV,1
0,24,600,982,PlugInEV,1
0,24,600,984,OnlineEV,1
0,24,600,986,PlugInEV,1
0,24,600,988,OnlineEV,1
0,24,600,990,PlugInEV,1
0,24,600,992,OnlineEV,1
0,24,600,994,PlugInEV,1
0,24,600,996,OnlineEV,1
0,24,600,998,PlugInEV,1
0,24,600,1000,OnlineEV,1
0,24,600,1002,PlugInEV,1
0,24,600,1004,OnlineEV,1
0,24,600,1006,PlugInEV,1
0,24,600,1008,OnlineEV,1
0,24,600,1010,PlugInEV,1
0,24,600,1012,OnlineEV,1
0,24,600,1014,PlugInEV,1
0,24,600,1016,OnlineEV,1
0,24,600,1018,PlugInEV,1
0,24,600,1020,OnlineEV,1
0,24,600,1022,PlugInEV,1
0,24,600,1024,OnlineEV,1
0,24,600,1026,PlugInEV,1
0,24,600,1028,OnlineEV,1
0,24,600,1030,PlugInEV,1
0,24,600,1032,OnlineEV,1
0,24,600,1034,PlugInEV,1
0,24,600,1036,OnlineEV,1
0,24,600,1038,PlugInEV,1
0,24,600,1040,OnlineEV,1
0,24,600,1042,PlugInEV,1
0,24,600,1044,OnlineEV,1
0,24,600,1046,PlugInEV,1
0,24,600,1048,OnlineEV,1
0,24,600,1050,PlugInEV,1
0,24,600,1052,OnlineEV,1
0,24,600,1054,PlugInEV,1
0,24,600,1056,OnlineEV,1
0,24,600,1058,PlugInEV,1
0,24,600,1060,OnlineEV,1
0,24,600,1062,PlugInEV,1
0,24,600,1064,OnlineEV,1
0,24,600,1066,PlugInEV,1
0,24,600,1068,OnlineEV,1
0,24,600,1070,PlugInEV,1
0,24,600,1072,OnlineEV,1
0,24,600,1074,PlugInEV,1
0,24,600,1076,OnlineEV,1
0,24,600,1078,PlugInEV,1
0,24,600,1080,OnlineEV,1
0,24,600,1082,PlugInEV,1
0,24,600,1084,OnlineEV,1
0,24,600,1086,PlugInEV,1
0,24,600,1088,OnlineEV,1
0,24,600,1090,PlugInEV,1
0,24,600,1092,OnlineEV,1
0,24,600,1094,PlugInEV,1
0,24,600,1096,OnlineEV,1
0,24,600,1098,PlugInEV,1
0,24,600,1100,OnlineEV,1
0,24,600,1102,PlugInEV,1
0,24,600,1104,OnlineEV,1
0,24,600,1106,PlugInEV,1
0,24,600,1108,OnlineEV,1
0,24,600,1110,PlugInEV,1
0,24,600,1112,OnlineEV,1
0,24,600,1114,PlugInEV,1
0,24,600,1116,OnlineEV,1
0,24,600,1118,PlugInEV,1
0,24,600,1120,OnlineEV,1
0,24,600,1122,PlugInEV,1
0,24,600,1124,OnlineEV,1
0,24,600,1126,PlugInEV,1
0,24,600,1128,OnlineEV,1
0,24,600,1130,PlugInEV,1
0,24,600,1132,OnlineEV,1
0,24,600,1134,PlugInEV,1
0,24,600,1136,OnlineEV,1
0,24,600,1138,PlugInEV,1
0,24,600,1140,OnlineEV,1
0,24,600,1142,PlugInEV,1
0,24,600,1144,OnlineEV,1
0,24,600,1146,PlugInEV,1
0,24,600,1148,OnlineEV,1
0,24,600,1150,PlugInEV,1
0,24,600,1152,OnlineEV,1
0,24,600,1154,PlugInEV,1
0,24,600,1156,OnlineEV,1
0,24,600,1158,PlugInEV,1
0,24,600,1160,OnlineEV,1
0,24,600,1162,PlugInEV,1
0,24,600,1164,OnlineEV,1
0,24,600,1166,PlugInEV,1
0,24,600,1168,OnlineEV,1
0,24,600,1170,PlugInEV,1
0,24,600,1172,OnlineEV,1
0,24,600,1174,PlugInEV,1
0,24,600,1176,OnlineEV,1
0,24,600,1178,PlugInEV,1
0,24,600,1180,OnlineEV,1
0,24,600,1182,PlugInEV,1
0,24,600,1184,OnlineEV,1
0,24,600,1186,PlugInEV,1
0,24,600,1188,OnlineEV,1
0,24,600,1190,PlugInEV,1
0,24,600,1192,OnlineEV,1
0,24,600,1194,PlugInEV,1
0,24,600,1196,OnlineEV,1
0,24,600,1198,PlugInEV,1
0,24,600,1200,OnlineEV,1
0,24,600,1202,PlugInEV,1
0,24,600,1204,OnlineEV,1
0,24,600,1206,PlugInEV,1
0,24,600,1208,OnlineEV,1
0,24,600,1210,PlugInEV,1
0,24,600,1212,OnlineEV,1
0,24,600,1214,PlugInEV,1
0,24,600,1216,OnlineEV,1
0,24,600,1218,PlugInEV,1
0,24,600,1220,OnlineEV,1
0,24,600,1222,PlugInEV,1
0,24,600,1224,OnlineEV,1
0,24,600,1226,PlugInEV,1
0,24,600,1228,OnlineEV,1
0,24,600,1230,PlugInEV,1
0,24,600,1232,OnlineEV,1
0,24,600,1234,PlugInEV,1
0,24,600,1236,OnlineEV,1
0,24,600,1238,PlugInEV,1
0,24,600,1240,OnlineEV,1
0,24,600,1242,PlugInEV,1
0,24,600,1244,OnlineEV,1
0,24,600,1246,PlugInEV,1
0,24,600,1248,OnlineEV,1
0,24,600,1250,PlugInEV,1
0,24,600,1252,OnlineEV,1
0,24,600,1254,PlugInEV,1
0,24,600,1256,OnlineEV,1
0,24,600,1258,PlugInEV,1
0,24,600,1260,OnlineEV,1
0,24,600,1262,PlugInEV,1
0,24,600,1264,OnlineEV,1
0,24,600,1266,PlugInEV,1
0,24,600,1268,OnlineEV,1
0,24,600,1270,PlugInEV,1
0,24,600,1272,OnlineEV,1
0,24,600,1274,PlugInEV,1
0,24,600,1276,OnlineEV,1
0,24,600,1278,PlugInEV,1
0,24,600,1280,OnlineEV,1
0,24,600,1282,PlugInEV,1
0,24,600,1284,OnlineEV,1
0,24,600,1286,PlugInEV,1
0,24,600,1288,OnlineEV,1
0,24,600,1290,PlugInEV,1
0,24,600,1292,OnlineEV,1
0,24,600,1294,PlugInEV,1
0,24,600,1296,OnlineEV,1
0,24,600,1298,PlugInEV,1
0,24,600,1300,OnlineEV,1
0,24,600,1302,PlugInEV,1
0,24,600,1304,OnlineEV,1
0,24,600,1306,PlugInEV,1
0,24,600,1308,OnlineEV,1
0,24,600,1310,PlugInEV,1
0,24,600,1312,OnlineEV,1
0,24,600,1314,PlugInEV,1
0,24,600,1316,OnlineEV,1
0,24,600,1318,PlugInEV,1
0,24,600,1320,OnlineEV,1
0,24,600,1322,PlugInEV,1
0,24,600,1324,OnlineEV,1
0,24,600,1326,PlugInEV,1
0,24,600,1328,OnlineEV,1
0,24,600,1330,PlugInEV,1
0,24,600,1332,OnlineEV,1
0,24,600,1334,PlugInEV,1
0,24,600,1336,OnlineEV,1
0,24,600,1338,PlugInEV,1
0,24,600,1340,OnlineEV,1
0,24,600,1342,PlugInEV,1
0,24,600,1344,OnlineEV,1
0,24,600,1346,PlugInEV,1
0,24,600,1348,OnlineEV,1
0,24,600,1350,PlugInEV,1
0,24,600,1352,OnlineEV,1
0,24,600,1354,PlugInEV,1
0,24,600,1356,OnlineEV,1
0,24,600,1358,PlugInEV,1
0,24,600,1360,OnlineEV,1
0,24,600,1362,PlugInEV,1
0,24,600,1364,OnlineEV,1
0,24,600,1366,PlugInEV,1
0,24,600,1368,OnlineEV,1
0,24,600,1370,PlugInEV,1
0,24,600,1372,OnlineEV,1
0,24,600,1374,PlugInEV,1
0,24,600,1376,OnlineEV,1
0,24,600,1378,PlugInEV,1
0,24,600,1380,OnlineEV,1
0,24,600,1382,PlugInEV,1
0,24,600,1384,OnlineEV,1
0,24,600,1386,PlugInEV,1
0,24,600,1388,OnlineEV,1
0,24,600,1390,PlugInEV,1
0,24,600,1392,OnlineEV,1
0,24,600,1394,PlugInEV,1
0,24,600,1396,OnlineEV,1
0,24,600,1398,PlugInEV,1
0,24,600,1400,OnlineEV,1
0,24,600,1402,PlugInEV,1
0,24,600,1404,OnlineEV,1
0,24,600,1406,PlugInEV,1
0,24,600,1408,OnlineEV,1
0,24,600,1410,PlugInEV,1
0,24,600,1412,OnlineEV,1
0,24,600,1414,PlugInEV,1
0,24,600,1416,OnlineEV,1
0,24,600,1418,PlugInEV,1
0,24,600,1420,OnlineEV,1
0,24,600,1422,PlugInEV,1
0,24,600,1424,OnlineEV,1
0,24,600,1426,PlugInEV,1
0,24,600,1428,OnlineEV,1
0,24,600,1430,PlugInEV,1
0,24,600,1432,OnlineEV,1
0,24,600,1434,PlugInEV,1
0,24,600,1436,OnlineEV,1
0,24,600,1438,PlugInEV,1
0,24,600,1440,OnlineEV,1
0,24,600,1442,PlugInEV,1
0,24,600,1444,OnlineEV,1
0,24,600,1446,PlugInEV,1
0,24,600,1448,OnlineEV,1
0,24,600,1450,PlugInEV,1
0,24,600,1452,OnlineEV,1
0,24,600,1454,PlugInEV,1
0,24,600,1456,OnlineEV,1
0,24,600,1458,PlugInEV,1
0,24,600,1460,OnlineEV,1
0,24,600,1462,PlugInEV,1
0,24,600,1464,OnlineEV,1
0,24,600,1466,PlugInEV,1
0,24,600,1468,OnlineEV,1
0,24,600,1470,PlugInEV,1
0,24,600,1472,OnlineEV,1
0,24,600,1474,PlugInEV,1
0,24,600,1476,OnlineEV,1
0,24,600,1478,PlugInEV,1
0,24,600,1480,OnlineEV,1
0,24,600,1482,PlugInEV,1
0,24,600,1484,OnlineEV,1
0,24,600,1486,PlugInEV,1
0,24,600,1488,OnlineEV,1
0,24,600,1490,PlugInEV,1
0,24,600,1492,OnlineEV,1
0,24,600,1494,PlugInEV,1
0,24,600,1496,OnlineEV,1
0,24,600,1498,PlugInEV,1
0,24,600,1500,OnlineEV,1
0,24,600,1502,PlugInEV,1
0,24,600,1504,OnlineEV,1
0,24,600,1506,PlugInEV,1
0,24,600,1508,OnlineEV,1
0,24,600,1510,PlugInEV,1
0,24,600,1512,OnlineEV,1
0,24,600,1514,PlugInEV,1
0,24,600,1516,OnlineEV,1
0,24,600,1518,PlugInEV,1
0,24,600,1520,OnlineEV,1
0,24,600,1522,PlugInEV,1
0,24,600,1524,OnlineEV,1
0,24,600,1526,PlugInEV,1
0,24,600,1528,OnlineEV,1
0,24,600,1530,PlugInEV,1
0,24,600,1532,OnlineEV,1
0,24,600,1534,PlugInEV,1
0,24,600,1536,OnlineEV,1
0,24,600,1538,PlugInEV,1
0,24,600,1540,OnlineEV,1
0,24,600,1542,PlugInEV,1
0,24,600,1544,OnlineEV,1
0,24,600,1546,PlugInEV,1
0,24,600,1548,OnlineEV,1
0,24,600,1550,PlugInEV,1
0,24,600,1552,OnlineEV,1
0,24,600,1554,PlugInEV,1
0,24,600,1556,OnlineEV,1
0,24,600,1558,PlugInEV,1
0,24,600,1560,OnlineEV,1
0,24,600,1562,PlugInEV,1
0,24,600,1564,OnlineEV,1
0,24,600,1566,PlugInEV,1
0,24,600,1568,OnlineEV,1
0,24,600,1570,PlugInEV,1
0,24,600,1572,OnlineEV,1
0,24,600,1574,PlugInEV,1
0,24,600,1576,OnlineEV,1
0,24,600,1578,PlugInEV,1
0,24,600,1580,OnlineEV,1
0,24,600,1582,PlugInEV,1
0,24,600,1584,OnlineEV,1
0,24,600,1586,PlugInEV,1
0,24,600,1588,OnlineEV,1
0,24,600,1590,PlugInEV,1
0,24,600,1592,OnlineEV,1
0,24,600,1594,PlugInEV,1
0,24,600,1596,OnlineEV,1
0,24,600,1598,PlugInEV,1
0,24,600,1600,OnlineEV,1
