vehicleNum,vehicleType,initSpeed
1359,VehicleC,1
1361,VehicleC,1
1363,VehicleC,1
1365,VehicleC,1
1367,VehicleC,1
1369,VehicleC,1
1371,VehicleC,1
1373,VehicleC,1
1375,VehicleC,1
1377,VehicleC,1
1379,VehicleC,1
1381,VehicleC,1
1383,VehicleC,1
1385,VehicleC,1
1387,VehicleC,1
1389,VehicleC,1
1391,VehicleC,1
1393,VehicleC,1
1395,VehicleC,1
1397,VehicleC,1
1399,VehicleC,1
1401,VehicleC,1
1403,VehicleC,1
1405,VehicleC,1
1407,VehicleC,1
1409,VehicleC,1
1411,VehicleC,1
1413,VehicleC,1
1415,VehicleC,1
1417,VehicleC,1
1419,VehicleC,1
1421,VehicleC,1
1423,VehicleC,1
1425,VehicleC,1
1427,VehicleC,1
1429,VehicleC,1
1431,VehicleC,1
1433,VehicleC,1
1435,VehicleC,1
1437,VehicleC,1
1439,VehicleC,1
1441,VehicleC,1
1443,VehicleC,1
1445,VehicleC,1
1447,VehicleC,1
1449,VehicleC,1
1451,VehicleC,1
1453,VehicleC,1
1455,VehicleC,1
1457,VehicleC,1
1459,VehicleC,1
1461,VehicleC,1
1463,VehicleC,1
1465,VehicleC,1
1467,VehicleC,1
1469,VehicleC,1
1471,VehicleC,1
1473,VehicleC,1
1475,VehicleC,1
1477,VehicleC,1
1479,VehicleC,1
1481,VehicleC,1
1483,VehicleC,1
1485,VehicleC,1
1487,VehicleC,1
1489,VehicleC,1
1491,VehicleC,1
1493,VehicleC,1
1495,VehicleC,1
1497,VehicleC,1
1499,VehicleC,1
1501,VehicleC,1
1503,VehicleC,1
1505,VehicleC,1
1507,VehicleC,1
1509,VehicleC,1
1511,VehicleC,1
1513,VehicleC,1
1515,VehicleC,1
1517,VehicleC,1
1519,VehicleC,1
1521,VehicleC,1
1523,VehicleC,1
1525,VehicleC,1
1527,VehicleC,1
1529,VehicleC,1
1531,VehicleC,1
1533,VehicleC,1
1535,VehicleC,1
1537,VehicleC,1
1539,VehicleC,1
1541,VehicleC,1
1543,VehicleC,1
1545,VehicleC,1
1547,VehicleC,1
1549,VehicleC,1
1551,VehicleC,1
1553,VehicleC,1
1555,VehicleC,1
1557,VehicleC,1
1559,VehicleC,1
1561,VehicleC,1
1563,VehicleC,1
1565,VehicleC,1
1567,VehicleC,1
1569,VehicleC,1
1571,VehicleC,1
1573,VehicleC,1
1575,VehicleC,1
1577,VehicleC,1
1579,VehicleC,1
1581,VehicleC,1
1583,VehicleC,1
1585,VehicleC,1
1587,VehicleC,1
1589,VehicleC,1
1591,VehicleC,1
1593,VehicleC,1
1595,VehicleC,1
1597,VehicleC,1
1599,VehicleC,1
1601,VehicleC,1
1603,VehicleC,1
1605,VehicleC,1
1607,VehicleC,1
1609,VehicleC,1
1611,VehicleC,1
1613,VehicleC,1
1615,VehicleC,1
1617,VehicleC,1
1619,VehicleC,1
1621,VehicleC,1
1623,VehicleC,1
1625,VehicleC,1
1627,VehicleC,1
1629,VehicleC,1
1631,VehicleC,1
1633,VehicleC,1
1635,VehicleC,1
1637,VehicleC,1
1639,VehicleC,1
1641,VehicleC,1
1643,VehicleC,1
1645,VehicleC,1
1647,VehicleC,1
1649,VehicleC,1
1651,VehicleC,1
1653,VehicleC,1
1655,VehicleC,1
1657,VehicleC,1
1659,VehicleC,1
1661,VehicleC,1
1663,VehicleC,1
1665,VehicleC,1
1667,VehicleC,1
1669,VehicleC,1
1671,VehicleC,1
1673,VehicleC,1
1675,VehicleC,1
1677,VehicleC,1
1679,VehicleC,1
1681,VehicleC,1
1683,VehicleC,1
1685,VehicleC,1
1687,VehicleC,1
1689,VehicleC,1
1691,VehicleC,1
1693,VehicleC,1
1695,VehicleC,1
1697,VehicleC,1
1699,VehicleC,1
1701,VehicleC,1
1703,VehicleC,1
1705,VehicleC,1
1707,VehicleC,1
1709,VehicleC,1
1711,VehicleC,1
1713,VehicleC,1
1715,VehicleC,1
1717,VehicleC,1
1719,VehicleC,1
1721,VehicleC,1
1723,VehicleC,1
1725,VehicleC,1
1727,VehicleC,1
1729,VehicleC,1
1731,VehicleC,1
1733,VehicleC,1
1735,VehicleC,1
1737,VehicleC,1
1739,VehicleC,1
1741,VehicleC,1
1743,VehicleC,1
1745,VehicleC,1
1747,VehicleC,1
1749,VehicleC,1
1751,VehicleC,1
1753,VehicleC,1
1755,VehicleC,1
1757,VehicleC,1
1759,VehicleC,1
1761,VehicleC,1
1763,VehicleC,1
1765,VehicleC,1
1767,VehicleC,1
1769,VehicleC,1
1771,VehicleC,1
1773,VehicleC,1
1775,VehicleC,1
1777,VehicleC,1
1779,VehicleC,1
1781,VehicleC,1
1783,VehicleC,1
1785,VehicleC,1
1787,VehicleC,1
1789,VehicleC,1
1791,VehicleC,1
1793,VehicleC,1
1795,VehicleC,1
1797,VehicleC,1
1799,VehicleC,1
1801,VehicleC,1
1803,VehicleC,1
1805,VehicleC,1
1807,VehicleC,1
1809,VehicleC,1
1811,VehicleC,1
1813,VehicleC,1
1815,VehicleC,1
1817,VehicleC,1
1819,VehicleC,1
1821,VehicleC,1
1823,VehicleC,1
1825,VehicleC,1
1827,VehicleC,1
1829,VehicleC,1
1831,VehicleC,1
1833,VehicleC,1
1835,VehicleC,1
1837,VehicleC,1
1839,VehicleC,1
1841,VehicleC,1
1843,VehicleC,1
1845,VehicleC,1
1847,VehicleC,1
1849,VehicleC,1
1851,VehicleC,1
1853,VehicleC,1
1855,VehicleC,1
1857,VehicleC,1
1859,VehicleC,1
1861,VehicleC,1
1863,VehicleC,1
1865,VehicleC,1
1867,VehicleC,1
1869,VehicleC,1
1871,VehicleC,1
1873,VehicleC,1
1875,VehicleC,1
1877,VehicleC,1
1879,VehicleC,1
1881,VehicleC,1
1883,VehicleC,1
1885,VehicleC,1
1887,VehicleC,1
1889,VehicleC,1
1891,VehicleC,1
1893,VehicleC,1
1895,VehicleC,1
1897,VehicleC,1
1899,VehicleC,1
1901,VehicleC,1
1903,VehicleC,1
1905,VehicleC,1
1907,VehicleC,1
1909,VehicleC,1
1911,VehicleC,1
1913,VehicleC,1
1915,VehicleC,1
1917,VehicleC,1
1919,VehicleC,1
1921,VehicleC,1
1923,VehicleC,1
1925,VehicleC,1
1927,VehicleC,1
1929,VehicleC,1
1931,VehicleC,1
1933,VehicleC,1
1935,VehicleC,1
1937,VehicleC,1
1939,VehicleC,1
1941,VehicleC,1
1943,VehicleC,1
1945,VehicleC,1
1947,VehicleC,1
1949,VehicleC,1
1951,VehicleC,1
1953,VehicleC,1
1955,VehicleC,1
1957,VehicleC,1
1959,VehicleC,1
1961,VehicleC,1
1963,VehicleC,1
1965,VehicleC,1
1967,VehicleC,1
1969,VehicleC,1
1971,VehicleC,1
1973,VehicleC,1
1975,VehicleC,1
1977,VehicleC,1
1979,VehicleC,1
1981,VehicleC,1
1983,VehicleC,1
1985,VehicleC,1
1987,VehicleC,1
1989,VehicleC,1
1991,VehicleC,1
1993,VehicleC,1
1995,VehicleC,1
1997,VehicleC,1
1999,VehicleC,1
2001,VehicleC,1
2003,VehicleC,1
2005,VehicleC,1
2007,VehicleC,1
2009,VehicleC,1
2011,VehicleC,1
2013,VehicleC,1
2015,VehicleC,1
2017,VehicleC,1
2019,VehicleC,1
2021,VehicleC,1
2023,VehicleC,1
2025,VehicleC,1
2027,VehicleC,1
2029,VehicleC,1
2031,VehicleC,1
2033,VehicleC,1
2035,VehicleC,1
2037,VehicleC,1
2039,VehicleC,1
2041,VehicleC,1
2043,VehicleC,1
2045,VehicleC,1
2047,VehicleC,1
2049,VehicleC,1
2051,VehicleC,1
2053,VehicleC,1
2055,VehicleC,1
2057,VehicleC,1
2059,VehicleC,1
2061,VehicleC,1
2063,VehicleC,1
2065,VehicleC,1
2067,VehicleC,1
2069,VehicleC,1
2071,VehicleC,1
2073,VehicleC,1
2075,VehicleC,1
2077,VehicleC,1
2079,VehicleC,1
2081,VehicleC,1
2083,VehicleC,1
2085,VehicleC,1
2087,VehicleC,1
2089,VehicleC,1
2091,VehicleC,1
2093,VehicleC,1
2095,VehicleC,1
2097,VehicleC,1
2099,VehicleC,1
2101,VehicleC,1
2103,VehicleC,1
2105,VehicleC,1
2107,VehicleC,1
2109,VehicleC,1
2111,VehicleC,1
2113,VehicleC,1
2115,VehicleC,1
2117,VehicleC,1
2119,VehicleC,1
2121,VehicleC,1
2123,VehicleC,1
2125,VehicleC,1
2127,VehicleC,1
2129,VehicleC,1
2131,VehicleC,1
2133,VehicleC,1
2135,VehicleC,1
2137,VehicleC,1
2139,VehicleC,1
2141,VehicleC,1
2143,VehicleC,1
2145,VehicleC,1
2147,VehicleC,1
2149,VehicleC,1
2151,VehicleC,1
2153,VehicleC,1
2155,VehicleC,1
2157,VehicleC,1
2159,VehicleC,1
2161,VehicleC,1
2163,VehicleC,1
2165,VehicleC,1
2167,VehicleC,1
2169,VehicleC,1
2171,VehicleC,1
2173,VehicleC,1
2175,VehicleC,1
2177,VehicleC,1
2179,VehicleC,1
2181,VehicleC,1
2183,VehicleC,1
2185,VehicleC,1
2187,VehicleC,1
2189,VehicleC,1
2191,VehicleC,1
2193,VehicleC,1
2195,VehicleC,1
2197,VehicleC,1
2199,VehicleC,1
2201,VehicleC,1
2203,VehicleC,1
2205,VehicleC,1
2207,VehicleC,1
2209,VehicleC,1
2211,VehicleC,1
2213,VehicleC,1
2215,VehicleC,1
2217,VehicleC,1
2219,VehicleC,1
2221,VehicleC,1
2223,VehicleC,1
2225,VehicleC,1
2227,VehicleC,1
2229,VehicleC,1
2231,VehicleC,1
2233,VehicleC,1
2235,VehicleC,1
2237,VehicleC,1
2239,VehicleC,1
2241,VehicleC,1
2243,VehicleC,1
2245,VehicleC,1
2247,VehicleC,1
2249,VehicleC,1
2251,VehicleC,1
2253,VehicleC,1
2255,VehicleC,1
2257,VehicleC,1
2259,VehicleC,1
2261,VehicleC,1
2263,VehicleC,1
2265,VehicleC,1
2267,VehicleC,1
2269,VehicleC,1
2271,VehicleC,1
2273,VehicleC,1
2275,VehicleC,1
2277,VehicleC,1
2279,VehicleC,1
2281,VehicleC,1
2283,VehicleC,1
2285,VehicleC,1
2287,VehicleC,1
2289,VehicleC,1
2291,VehicleC,1
2293,VehicleC,1
2295,VehicleC,1
2297,VehicleC,1
2299,VehicleC,1
2301,VehicleC,1
2303,VehicleC,1
2305,VehicleC,1
2307,VehicleC,1
2309,VehicleC,1
2311,VehicleC,1
2313,VehicleC,1
2315,VehicleC,1
2317,VehicleC,1
2319,VehicleC,1
2321,VehicleC,1
2323,VehicleC,1
2325,VehicleC,1
2327,VehicleC,1
2329,VehicleC,1
2331,VehicleC,1
2333,VehicleC,1
2335,VehicleC,1
2337,VehicleC,1
2339,VehicleC,1
2341,VehicleC,1
2343,VehicleC,1
2345,VehicleC,1
2347,VehicleC,1
2349,VehicleC,1
2351,VehicleC,1
2353,VehicleC,1
2355,VehicleC,1
2357,VehicleC,1
2359,VehicleC,1
2361,VehicleC,1
2363,VehicleC,1
2365,VehicleC,1
2367,VehicleC,1
2369,VehicleC,1
2371,VehicleC,1
2373,VehicleC,1
2375,VehicleC,1
2377,VehicleC,1
2379,VehicleC,1
2381,VehicleC,1
2383,VehicleC,1
2385,VehicleC,1
2387,VehicleC,1
2389,VehicleC,1
2391,VehicleC,1
2393,VehicleC,1
2395,VehicleC,1
2397,VehicleC,1
2399,VehicleC,1
2401,VehicleC,1
2403,VehicleC,1
2405,VehicleC,1
2407,VehicleC,1
2409,VehicleC,1
2411,VehicleC,1
2413,VehicleC,1
2415,VehicleC,1
2417,VehicleC,1
2419,VehicleC,1
2421,VehicleC,1
2423,VehicleC,1
2425,VehicleC,1
2427,VehicleC,1
2429,VehicleC,1
2431,VehicleC,1
2433,VehicleC,1
2435,VehicleC,1
2437,VehicleC,1
2439,VehicleC,1
2441,VehicleC,1
2443,VehicleC,1
2445,VehicleC,1
2447,VehicleC,1
2449,VehicleC,1
2451,VehicleC,1
2453,VehicleC,1
2455,VehicleC,1
2457,VehicleC,1
2459,VehicleC,1
2461,VehicleC,1
2463,VehicleC,1
2465,VehicleC,1
2467,VehicleC,1
2469,VehicleC,1
2471,VehicleC,1
2473,VehicleC,1
2475,VehicleC,1
2477,VehicleC,1
2479,VehicleC,1
2481,VehicleC,1
2483,VehicleC,1
2485,VehicleC,1
2487,VehicleC,1
2489,VehicleC,1
2491,VehicleC,1
2493,VehicleC,1
2495,VehicleC,1
2497,VehicleC,1
2499,VehicleC,1
2501,VehicleC,1
2503,VehicleC,1
2505,VehicleC,1
2507,VehicleC,1
2509,VehicleC,1
2511,VehicleC,1
2513,VehicleC,1
2515,VehicleC,1
2517,VehicleC,1
2519,VehicleC,1
2521,VehicleC,1
2523,VehicleC,1
2525,VehicleC,1
2527,VehicleC,1
2529,VehicleC,1
2531,VehicleC,1
2533,VehicleC,1
2535,VehicleC,1
2537,VehicleC,1
2539,VehicleC,1
2541,VehicleC,1
2543,VehicleC,1
2545,VehicleC,1
2547,VehicleC,1
2549,VehicleC,1
2551,VehicleC,1
2553,VehicleC,1
2555,VehicleC,1
2557,VehicleC,1
2559,VehicleC,1
2561,VehicleC,1
2563,VehicleC,1
2565,VehicleC,1
2567,VehicleC,1
2569,VehicleC,1
2571,VehicleC,1
2573,VehicleC,1
2575,VehicleC,1
2577,VehicleC,1
2579,VehicleC,1
2581,VehicleC,1
2583,VehicleC,1
2585,VehicleC,1
2587,VehicleC,1
2589,VehicleC,1
2591,VehicleC,1
2593,VehicleC,1
2595,VehicleC,1
2597,VehicleC,1
2599,VehicleC,1
2601,VehicleC,1
2603,VehicleC,1
2605,VehicleC,1
2607,VehicleC,1
2609,VehicleC,1
2611,VehicleC,1
2613,VehicleC,1
2615,VehicleC,1
2617,VehicleC,1
2619,VehicleC,1
2621,VehicleC,1
2623,VehicleC,1
2625,VehicleC,1
2627,VehicleC,1
