base_currency,quote_currency,bid,ask,midpoint
CAD,MXN,14.6683,14.6735,14.6709
CAD,MYR,3.20312,3.2075,3.20531
CAD,NOK,6.38785,6.39206,6.38996
CAD,NZD,1.19968,1.20013,1.1999
CAD,PLN,2.89167,2.89376,2.89272
CAD,RUB,51.4777,51.5173,51.4975
CAD,SEK,7.0143,7.01729,7.0158
CAD,SGD,1.06791,1.0682,1.06806
CAD,THB,25.2927,25.4102,25.3514
CAD,TRY,4.74838,4.75855,4.75346
CAD,TWD,23.8762,23.9216,23.8989
CAD,USD,0.772368,0.772463,0.772416
CAD,ZAR,11.4454,11.4581,11.4518
CHF,AUD,1.43021,1.43071,1.43046
CHF,BRL,3.90405,3.90804,3.90604
CHF,CAD,1.30486,1.30525,1.30506
CHF,CHF,1,1,1
CHF,CNY,6.92252,6.92529,6.9239
CHF,DKK,6.53289,6.53554,6.53422
CHF,EUR,0.875933,0.876079,0.876006
CHF,GBP,0.769776,0.769953,0.769864
CHF,HKD,7.89832,7.90045,7.89938
CHF,INR,74.7851,74.9045,74.8448
CHF,JPY,114.536,114.561,114.548
CHF,KRW,1139.5,1141.21,1140.36
CHF,MXN,19.1424,19.1503,19.1464
CHF,MYR,4.18013,4.18608,4.1831
CHF,NOK,8.33625,8.34223,8.33924
CHF,NZD,1.56561,1.56628,1.56594
CHF,PLN,3.77367,3.77662,3.77514
CHF,RUB,67.1793,67.2348,67.207
CHF,SEK,9.15377,9.15821,9.15599
CHF,SGD,1.39364,1.3941,1.39387
CHF,THB,33.0074,33.1626,33.085
CHF,TRY,6.19671,6.21035,6.20353
CHF,TWD,31.1588,31.2199,31.1894
CHF,USD,1.00795,1.00814,1.00804
CHF,ZAR,14.9364,14.9539,14.9452
CNY,AUD,0.206557,0.206637,0.206597
CNY,BRL,0.563841,0.564437,0.564139
CNY,CAD,0.188453,0.188518,0.188486
CNY,CHF,0.144398,0.144456,0.144427
CNY,CNY,1,1,1
CNY,DKK,0.94351,0.943928,0.943719
CNY,EUR,0.126492,0.126535,0.126514
CNY,GBP,0.111169,0.111207,0.111188
CNY,HKD,1.14071,1.14106,1.14088
CNY,INR,10.8008,10.8184,10.8096
CNY,JPY,16.5393,16.5448,16.542
CNY,KRW,164.571,164.825,164.698
CNY,MXN,2.76464,2.76588,2.76526
CNY,MYR,0.603714,0.604595,0.604154
CNY,NOK,1.20396,1.20487,1.20442
CNY,NZD,0.226112,0.226218,0.226165
CNY,PLN,0.545011,0.545456,0.545234
CNY,RUB,9.70234,9.71072,9.70653
CNY,SEK,1.32203,1.32272,1.32238
CNY,SGD,0.201275,0.20135,0.201312
CNY,THB,4.76708,4.78967,4.77838
CNY,TRY,0.894957,0.89696,0.895958
CNY,TWD,4.5001,4.50909,4.5046
CNY,USD,0.145573,0.145605,0.145589
CNY,ZAR,2.15718,2.15979,2.15848
DKK,AUD,0.218875,0.218961,0.218918
DKK,BRL,0.597466,0.598101,0.597784
DKK,CAD,0.199691,0.199761,0.199726
DKK,CHF,0.15301,0.153072,0.153041
DKK,CNY,1.0594,1.05987,1.05964
DKK,DKK,1,1,1
DKK,EUR,0.134051,0.134073,0.134062
DKK,GBP,0.117798,0.11784,0.117819
DKK,HKD,1.20874,1.20911,1.20892
DKK,INR,11.4449,11.4637,11.4543
DKK,JPY,17.5256,17.5315,17.5286
DKK,KRW,174.385,174.656,174.52
DKK,MXN,2.92951,2.93084,2.93018
DKK,MYR,0.639716,0.640654,0.640185
DKK,NOK,1.27576,1.27673,1.27624
DKK,NZD,0.239596,0.239709,0.239652
DKK,PLN,0.577513,0.577988,0.57775
DKK,RUB,10.2809,10.2899,10.2854
DKK,SEK,1.40087,1.40161,1.40124
DKK,SGD,0.213278,0.213358,0.213318
DKK,THB,5.05137,5.07533,5.06335
DKK,TRY,0.948328,0.950455,0.949392
DKK,TWD,4.76846,4.77802,4.77324
DKK,USD,0.154254,0.154289,0.154272
DKK,ZAR,2.28582,2.2886,2.28721
EUR,AUD,1.63281,1.63308,1.63294
EUR,BRL,4.45699,4.46127,4.45913
EUR,CAD,1.48966,1.49003,1.48984
EUR,CHF,1.14145,1.14164,1.14154
EUR,CNY,7.90296,7.90565,7.9043
EUR,DKK,7.45863,7.45983,7.45923
EUR,EUR,1,1,1
EUR,GBP,0.87877,0.87893,0.87885
EUR,HKD,9.01678,9.01754,9.01716
EUR,INR,85.3769,85.5082,85.4426
EUR,JPY,130.751,130.77,130.76
EUR,KRW,1300.88,1302.77,1301.82
EUR,MXN,21.8536,21.8613,21.8574
EUR,MYR,4.77217,4.77867,4.77542
EUR,NOK,9.51792,9.52201,9.51996
EUR,NZD,1.78734,1.78801,1.78768
EUR,PLN,4.30821,4.31111,4.30966
EUR,RUB,76.694,76.7528,76.7234
EUR,SEK,10.4513,10.4538,10.4526
EUR,SGD,1.59102,1.59145,1.59124
EUR,THB,37.6823,37.8572,37.7698
EUR,TRY,7.07436,7.0895,7.08193
EUR,TWD,35.5719,35.6395,35.6057
EUR,USD,1.15071,1.15085,1.15078
EUR,ZAR,17.0518,17.0709,17.0614
GBP,AUD,1.85781,1.85837,1.85809
GBP,BRL,5.07128,5.0762,5.07374
GBP,CAD,1.69498,1.69541,1.6952
GBP,CHF,1.29878,1.29908,1.29893
GBP,CNY,8.99221,8.99534,8.99378
GBP,DKK,8.4861,8.4891,8.4876
GBP,EUR,1.13775,1.13795,1.13785
GBP,GBP,1,1,1
GBP,HKD,10.2598,10.262,10.2609
GBP,INR,97.1443,97.2944,97.2194
GBP,JPY,148.772,148.797,148.784
GBP,KRW,1480.18,1482.34,1481.26
GBP,MXN,24.8656,24.8746,24.8701
GBP,MYR,5.4299,5.43735,5.43362
GBP,NOK,10.8286,10.8358,10.8322
GBP,NZD,2.03369,2.03446,2.03408
GBP,PLN,4.90193,4.9055,4.90372
GBP,RUB,87.2645,87.3322,87.2984
GBP,SEK,11.8906,11.8957,11.8932
GBP,SGD,1.8103,1.81081,1.81056
GBP,THB,42.876,43.0753,42.9756
GBP,TRY,8.0494,8.0667,8.05805
GBP,TWD,40.4747,40.552,40.5134
GBP,USD,1.30931,1.30948,1.3094
GBP,ZAR,19.4021,19.4238,19.413
HKD,AUD,0.181061,0.181108,0.181084
HKD,BRL,0.494246,0.494704,0.494475
HKD,CAD,0.165192,0.165227,0.16521
HKD,CHF,0.126575,0.126609,0.126592
HKD,CNY,0.876378,0.876646,0.876512
HKD,DKK,0.827052,0.82731,0.827181
HKD,EUR,0.110895,0.110904,0.1109
HKD,GBP,0.097447,0.0974682,0.0974576
HKD,HKD,1,1,1
HKD,INR,9.46765,9.48188,9.47476
HKD,JPY,14.4978,14.5008,14.4993
HKD,KRW,144.258,144.462,144.36
HKD,MXN,2.4234,2.42417,2.42378
HKD,MYR,0.529197,0.5299,0.529548
HKD,NOK,1.05535,1.05601,1.05568
HKD,NZD,0.198203,0.198269,0.198236
HKD,PLN,0.47774,0.478068,0.477904
HKD,RUB,8.50477,8.51101,8.50789
HKD,SEK,1.15885,1.1593,1.15908
HKD,SGD,0.176432,0.176474,0.176453
HKD,THB,4.17868,4.19793,4.1883
HKD,TRY,0.784492,0.786145,0.785318
HKD,TWD,3.94465,3.95202,3.94834
HKD,USD,0.127605,0.127616,0.12761
HKD,ZAR,1.89092,1.89296,1.89194
INR,AUD,0.0190972,0.0191275,0.0191124
INR,BRL,0.0521299,0.0522475,0.0521887
INR,CAD,0.0174234,0.0174502,0.0174368
INR,CHF,0.0133503,0.0133717,0.013361
INR,CNY,0.0924347,0.0925858,0.0925102
INR,DKK,0.0872322,0.0873752,0.0873037
INR,EUR,0.0116948,0.0117128,0.0117038
INR,GBP,0.0102781,0.010294,0.010286
INR,HKD,0.105464,0.105623,0.105544
INR,INR,1,1,1
INR,JPY,1.52914,1.53148,1.53031
INR,KRW,15.2154,15.2572,15.2363
INR,MXN,0.255604,0.256025,0.255814
INR,MYR,0.0558163,0.0559647,0.0558905
INR,NOK,0.111312,0.111529,0.11142
INR,NZD,0.0209052,0.0209399,0.0209226
INR,PLN,0.050389,0.0504905,0.0504398
INR,RUB,0.897029,0.898878,0.897954
INR,SEK,0.122228,0.122438,0.122333
INR,SGD,0.0186089,0.018638,0.0186234
INR,THB,0.44074,0.443359,0.44205
INR,TRY,0.0827432,0.0830276,0.0828854
INR,TWD,0.416057,0.417387,0.416722
INR,USD,0.013459,0.013478,0.0134685
INR,ZAR,0.199442,0.199922,0.199682
JPY,AUD,0.012488,0.0124902,0.0124891
JPY,BRL,0.0340871,0.0341196,0.0341034
JPY,CAD,0.011393,0.0113957,0.0113944
JPY,CHF,0.00872897,0.00873088,0.00872992
JPY,CNY,0.060442,0.0604621,0.060452
JPY,DKK,0.0570401,0.0570594,0.0570498
JPY,EUR,0.00764701,0.00764813,0.00764757
JPY,GBP,0.00672057,0.00672169,0.00672113
JPY,HKD,0.0689619,0.0689758,0.0689688
JPY,INR,0.652964,0.653963,0.653464
JPY,JPY,1,1,1
JPY,KRW,9.94918,9.96352,9.95635
JPY,MXN,0.167137,0.167194,0.167166
JPY,MYR,0.0364976,0.0365471,0.0365224
JPY,NOK,0.0727856,0.0728329,0.0728092
JPY,NZD,0.0136696,0.0136746,0.0136721
JPY,PLN,0.0329487,0.0329722,0.0329604
JPY,RUB,0.586557,0.587002,0.58678
JPY,SEK,0.0799235,0.0799569,0.0799402
JPY,SGD,0.0121681,0.0121714,0.0121698
JPY,THB,0.288195,0.28953,0.288862
JPY,TRY,0.0541048,0.0542202,0.0541625
JPY,TWD,0.272054,0.27257,0.272312
JPY,USD,0.00880065,0.00880165,0.00880115
JPY,ZAR,0.130413,0.130557,0.130485
KRW,AUD,0.00125346,0.00125534,0.0012544
KRW,BRL,0.00342158,0.003429,0.00342529
KRW,CAD,0.0011436,0.00114526,0.00114443
KRW,CHF,0.000876259,0.000877581,0.00087692
KRW,CNY,0.00606702,0.0060764,0.00607171
KRW,DKK,0.00572555,0.00573443,0.00572999
KRW,EUR,0.000767596,0.000768708,0.000768152
KRW,GBP,0.00067461,0.000675593,0.000675102
KRW,HKD,0.00692223,0.00693203,0.00692713
KRW,INR,0.065543,0.0657228,0.0656329
KRW,JPY,0.100366,0.100511,0.100438
KRW,KRW,1,1,1
KRW,MXN,0.0167768,0.0168029,0.0167898
KRW,MYR,0.00366354,0.00367296,0.00366825
KRW,NOK,0.00730605,0.00731966,0.00731286
KRW,NZD,0.00137213,0.00137429,0.00137321
KRW,PLN,0.00330732,0.00331369,0.0033105
KRW,RUB,0.0588772,0.0589933,0.0589352
KRW,SEK,0.00802254,0.00803561,0.00802908
KRW,SGD,0.00122141,0.00122321,0.00122231
KRW,THB,0.0289283,0.0290976,0.029013
KRW,TRY,0.00543091,0.0054491,0.00544
KRW,TWD,0.0273082,0.0273931,0.0273506
KRW,USD,0.000883388,0.00088456,0.000883974
KRW,ZAR,0.0130905,0.0131209,0.0131057
MXN,AUD,0.0746968,0.0747267,0.0747118
MXN,BRL,0.203901,0.204119,0.20401
MXN,CAD,0.0681499,0.068174,0.068162
MXN,CHF,0.0522185,0.05224,0.0522292
MXN,CNY,0.361549,0.361711,0.36163
MXN,DKK,0.3412,0.341355,0.341278
MXN,EUR,0.045743,0.0457591,0.045751
MXN,GBP,0.0402017,0.0402162,0.040209
MXN,HKD,0.412513,0.412644,0.412578
MXN,INR,3.90587,3.9123,3.90908
MXN,JPY,5.98107,5.98313,5.9821
MXN,KRW,59.5135,59.6062,59.5598
MXN,MXN,1,1,1
MXN,MYR,0.21832,0.218641,0.21848
MXN,NOK,0.435385,0.435719,0.435552
MXN,NZD,0.0817684,0.0818075,0.081788
MXN,PLN,0.197091,0.197255,0.197173
MXN,RUB,3.50864,3.51171,3.51018
MXN,SEK,0.478083,0.478338,0.47821
MXN,SGD,0.0727867,0.0728145,0.0728006
MXN,THB,1.72391,1.7321,1.728
MXN,TRY,0.323642,0.324369,0.324006
MXN,TWD,1.62736,1.63063,1.629
MXN,USD,0.0526433,0.0526554,0.0526494
MXN,ZAR,0.780097,0.781048,0.780572
MYR,AUD,0.34172,0.342202,0.341961
MYR,BRL,0.932796,0.934738,0.933767
MYR,CAD,0.311769,0.312195,0.311982
MYR,CHF,0.238887,0.239227,0.239057
MYR,CNY,1.654,1.65641,1.6552
MYR,DKK,1.56091,1.56319,1.56205
MYR,EUR,0.209263,0.209548,0.209406
MYR,GBP,0.183913,0.184165,0.184039
MYR,HKD,1.88715,1.88966,1.8884
MYR,INR,17.8684,17.9159,17.8922
MYR,JPY,27.3619,27.3991,27.3805
MYR,KRW,272.26,272.96,272.61
MYR,MXN,4.57371,4.58044,4.57708
MYR,MYR,1,1,1
MYR,NOK,1.99178,1.99532,1.99355
MYR,NZD,0.374071,0.374628,0.37435
MYR,PLN,0.901645,0.903305,0.902475
MYR,RUB,16.0512,16.0815,16.0664
MYR,SEK,2.18711,2.19049,2.1888
MYR,SGD,0.332982,0.333446,0.333214
MYR,THB,7.88647,7.93195,7.90921
MYR,TRY,1.48058,1.48541,1.483
MYR,TWD,7.44479,7.4673,7.45604
MYR,USD,0.24083,0.241129,0.24098
MYR,ZAR,3.56875,3.57672,3.57274
NOK,AUD,0.171473,0.171594,0.171534
NOK,BRL,0.468072,0.468715,0.468394
NOK,CAD,0.156444,0.156547,0.156496
NOK,CHF,0.119872,0.119958,0.119915
NOK,CNY,0.829967,0.830593,0.83028
NOK,DKK,0.783253,0.783848,0.78355
NOK,EUR,0.10502,0.105065,0.105042
NOK,GBP,0.0922864,0.0923479,0.0923172
NOK,HKD,0.946959,0.94755,0.947254
NOK,INR,8.96626,8.98376,8.97501
NOK,JPY,13.7301,13.739,13.7346
NOK,KRW,136.618,136.873,136.746
NOK,MXN,2.29506,2.29682,2.29594
NOK,MYR,0.501172,0.502063,0.501618
NOK,NOK,1,1,1
NOK,NZD,0.187706,0.187854,0.18778
NOK,PLN,0.45244,0.452953,0.452696
NOK,RUB,8.05438,8.06389,8.05914
NOK,SEK,1.09748,1.0984,1.09794
NOK,SGD,0.167088,0.167203,0.167146
NOK,THB,3.95738,3.9774,3.96739
NOK,TRY,0.742947,0.744846,0.743896
NOK,TWD,3.73575,3.7444,3.74008
NOK,USD,0.120847,0.120912,0.12088
NOK,ZAR,1.79078,1.79351,1.79214
NZD,AUD,0.913317,0.913542,0.91343
NZD,BRL,2.49302,2.49573,2.49438
NZD,CAD,0.833244,0.833554,0.833399
NZD,CHF,0.638456,0.63873,0.638593
NZD,CNY,4.42052,4.42259,4.42156
NZD,DKK,4.17172,4.17369,4.1727
NZD,EUR,0.559282,0.559489,0.559386
NZD,GBP,0.491531,0.491717,0.491624
NZD,HKD,5.04364,5.04534,5.04449
NZD,INR,47.7556,47.8351,47.7954
NZD,JPY,73.1283,73.1548,73.1416
NZD,KRW,727.65,728.796,728.223
NZD,MXN,12.2238,12.2297,12.2268
NZD,MYR,2.66931,2.67329,2.6713
NZD,NOK,5.32329,5.32747,5.32538
NZD,NZD,1,1,1
NZD,PLN,2.40976,2.4118,2.41078
NZD,RUB,42.8988,42.9371,42.918
NZD,SEK,5.84534,5.84856,5.84695
NZD,SGD,0.889936,0.890293,0.890114
NZD,THB,21.0776,21.1781,21.1278
NZD,TRY,3.95704,3.96602,3.96153
NZD,TWD,19.8972,19.9375,19.9174
NZD,USD,0.64365,0.64381,0.64373
NZD,ZAR,9.53795,9.54976,9.54386
PLN,AUD,0.378769,0.37906,0.378914
PLN,BRL,1.03393,1.03542,1.03468
PLN,CAD,0.345572,0.345821,0.345696
PLN,CHF,0.264787,0.264994,0.26489
PLN,CNY,1.83333,1.83482,1.83408
PLN,DKK,1.73014,1.73156,1.73085
PLN,EUR,0.231959,0.232115,0.232037
PLN,GBP,0.203853,0.204001,0.203927
PLN,HKD,2.09175,2.09319,2.09247
PLN,INR,19.8057,19.8456,19.8256
PLN,JPY,30.3286,30.3502,30.3394
PLN,KRW,301.779,302.36,302.07
PLN,MXN,5.06959,5.07379,5.07169
PLN,MYR,1.10705,1.10908,1.10806
PLN,NOK,2.20773,2.21024,2.20898
PLN,NZD,0.414628,0.414979,0.414804
PLN,PLN,1,1,1
PLN,RUB,17.7914,17.8136,17.8025
PLN,SEK,2.42424,2.42643,2.42534
PLN,SGD,0.369084,0.369361,0.369222
PLN,THB,8.74153,8.78629,8.76391
PLN,TRY,1.64111,1.6454,1.64326
PLN,TWD,8.25196,8.27159,8.26178
PLN,USD,0.266941,0.267101,0.267021
PLN,ZAR,3.95568,3.96196,3.95882
RUB,AUD,0.0212757,0.021293,0.0212844
RUB,BRL,0.0580765,0.0581627,0.0581196
RUB,CAD,0.019411,0.0194259,0.0194184
RUB,CHF,0.0148732,0.0148855,0.0148794
RUB,CNY,0.102979,0.103068,0.103024
RUB,DKK,0.097183,0.0972674,0.0972252
RUB,EUR,0.0130288,0.0130388,0.0130338
RUB,GBP,0.0114505,0.0114594,0.011455
RUB,HKD,0.117495,0.117581,0.117538
RUB,INR,1.1125,1.11479,1.11364
RUB,JPY,1.70357,1.70487,1.70422
RUB,KRW,16.9511,16.9845,16.9678
RUB,MXN,0.284762,0.285011,0.284886
RUB,MYR,0.0621834,0.0623008,0.0622421
RUB,NOK,0.12401,0.124156,0.124083
RUB,NZD,0.0232899,0.0233107,0.0233003
RUB,PLN,0.056137,0.0562068,0.0561719
RUB,RUB,1,1,1
RUB,SEK,0.136171,0.1363,0.136236
RUB,SGD,0.0207316,0.0207482,0.0207399
RUB,THB,0.491017,0.493554,0.492286
RUB,TRY,0.0921819,0.0924276,0.0923048
RUB,TWD,0.463517,0.464641,0.464079
RUB,USD,0.0149942,0.0150039,0.014999
RUB,ZAR,0.222193,0.222556,0.222374
SEK,AUD,0.156195,0.156269,0.156232
SEK,BRL,0.426367,0.426854,0.42661
SEK,CAD,0.142505,0.142566,0.142536
SEK,CHF,0.109192,0.109245,0.109218
SEK,CNY,0.756019,0.756413,0.756216
SEK,DKK,0.713467,0.713843,0.713655
SEK,EUR,0.0956592,0.0956819,0.0956706
SEK,GBP,0.0840639,0.0841003,0.0840821
SEK,HKD,0.862587,0.862924,0.862756
SEK,INR,8.16739,8.18142,8.1744
SEK,JPY,12.5067,12.512,12.5094
SEK,KRW,124.446,124.649,124.548
SEK,MXN,2.09057,2.09169,2.09113
SEK,MYR,0.456518,0.457224,0.456871
SEK,NOK,0.910415,0.911178,0.910796
SEK,NZD,0.170982,0.171076,0.171029
SEK,PLN,0.412129,0.4125,0.412314
SEK,RUB,7.33675,7.34371,7.34023
SEK,SEK,1,1,1
SEK,SGD,0.152201,0.15227,0.152236
SEK,THB,3.60479,3.62218,3.61348
SEK,TRY,0.676752,0.678324,0.677538
SEK,TWD,3.4029,3.40999,3.40644
SEK,USD,0.11008,0.110113,0.110096
SEK,ZAR,1.63123,1.63333,1.63228
SGD,AUD,1.02609,1.02642,1.02626
SGD,BRL,2.80092,2.80369,2.8023
SGD,CAD,0.936154,0.936412,0.936283
SGD,CHF,0.717308,0.717548,0.717428
SGD,CNY,4.96648,4.96832,4.9674
SGD,DKK,4.68695,4.68871,4.68783
SGD,EUR,0.628357,0.628529,0.628443
SGD,GBP,0.552238,0.552393,0.552316
SGD,HKD,5.66656,5.66792,5.66724
SGD,INR,53.6537,53.7378,53.6958
SGD,JPY,82.16,82.1819,82.171
SGD,KRW,817.518,818.727,818.122
SGD,MXN,13.7335,13.7388,13.7362
SGD,MYR,2.99899,3.00317,3.00108
SGD,NOK,5.98075,5.98486,5.9828
SGD,NZD,1.12323,1.12368,1.12346
SGD,PLN,2.70738,2.70941,2.7084
SGD,RUB,48.197,48.2354,48.2162
SGD,SEK,6.56727,6.57026,6.56876
SGD,SGD,1,1,1
SGD,THB,23.6808,23.7914,23.7361
SGD,TRY,4.44576,4.45541,4.45058
SGD,TWD,22.3546,22.3977,22.3762
SGD,USD,0.723144,0.723254,0.723199
SGD,ZAR,10.7159,10.7282,10.722
THB,AUD,0.0431349,0.0433372,0.043236
THB,BRL,0.117746,0.118377,0.118062
THB,CAD,0.0393543,0.0395371,0.0394457
THB,CHF,0.0301544,0.0302962,0.0302253
THB,CNY,0.208782,0.209772,0.209277
THB,DKK,0.197031,0.197966,0.197498
THB,EUR,0.026415,0.0265377,0.0264764
THB,GBP,0.0232151,0.0233231,0.0232691
THB,HKD,0.238212,0.23931,0.238761
THB,INR,2.25551,2.26891,2.26221
THB,JPY,3.45387,3.46988,3.46188
THB,KRW,34.3671,34.5682,34.4676
THB,MXN,0.577334,0.580077,0.578706
THB,MYR,0.126072,0.126799,0.126436
THB,NOK,0.251421,0.252692,0.252056
THB,NZD,0.0472185,0.0474437,0.0473311
THB,PLN,0.113814,0.114396,0.114105
THB,RUB,2.02612,2.03659,2.03136
THB,SEK,0.276077,0.277409,0.276743
THB,SGD,0.0420319,0.0422283,0.0421301
THB,THB,1,1,1
THB,TRY,0.186892,0.188116,0.187504
THB,TWD,0.939748,0.945674,0.942711
THB,USD,0.0303998,0.0305371,0.0304684
THB,ZAR,0.45048,0.452964,0.451722
TRY,AUD,0.230336,0.23084,0.230588
TRY,BRL,0.628751,0.630549,0.62965
TRY,CAD,0.210148,0.210598,0.210373
TRY,CHF,0.161022,0.161376,0.161199
TRY,CNY,1.11488,1.11737,1.11612
TRY,DKK,1.05213,1.05449,1.05331
TRY,EUR,0.141054,0.141356,0.141205
TRY,GBP,0.123966,0.124233,0.1241
TRY,HKD,1.27203,1.27471,1.27337
TRY,INR,12.0442,12.0856,12.0649
TRY,JPY,18.4433,18.4826,18.463
TRY,KRW,183.517,184.131,183.824
TRY,MXN,3.0829,3.08984,3.08637
TRY,MYR,0.673214,0.67541,0.674312
TRY,NOK,1.34256,1.34599,1.34428
TRY,NZD,0.252142,0.252714,0.252428
TRY,PLN,0.607753,0.609344,0.608548
TRY,RUB,10.8193,10.8481,10.8337
TRY,SEK,1.47422,1.47765,1.47594
TRY,SGD,0.224446,0.224933,0.22469
TRY,THB,5.31587,5.35068,5.33328
TRY,TRY,1,1,1
TRY,TWD,5.01816,5.03723,5.0277
TRY,USD,0.162332,0.162659,0.162496
TRY,ZAR,2.40552,2.41276,2.40914
TWD,AUD,0.045819,0.0459083,0.0458636
TWD,BRL,0.125073,0.1254,0.125236
TWD,CAD,0.0418032,0.0418827,0.041843
TWD,CHF,0.0320308,0.0320936,0.0320622
TWD,CNY,0.221774,0.222217,0.221996
TWD,DKK,0.209292,0.209711,0.209502
TWD,EUR,0.0280587,0.0281121,0.0280854
TWD,GBP,0.0246597,0.0247068,0.0246832
TWD,HKD,0.253035,0.253508,0.253272
TWD,INR,2.39586,2.40352,2.39969
TWD,JPY,3.66879,3.67574,3.67226
TWD,KRW,36.5056,36.6191,36.5624
TWD,MXN,0.613259,0.614491,0.613875
TWD,MYR,0.133917,0.134322,0.13412
TWD,NOK,0.267065,0.267684,0.267374
TWD,NZD,0.0501567,0.0502584,0.0502076
TWD,PLN,0.120896,0.121183,0.12104
TWD,RUB,2.1522,2.15742,2.15481
TWD,SEK,0.293256,0.293867,0.293562
TWD,SGD,0.0446474,0.0447336,0.0446905
TWD,THB,1.05745,1.06412,1.06078
TWD,TRY,0.198522,0.199276,0.198899
TWD,TWD,1,1,1
TWD,USD,0.0322914,0.0323488,0.0323201
TWD,ZAR,0.478511,0.479837,0.479174
USD,AUD,1.41892,1.41916,1.41904
USD,BRL,3.87325,3.8765,3.87488
USD,CAD,1.29456,1.29472,1.29464
USD,CHF,0.99193,0.99211,0.99202
USD,CNY,6.8679,6.8694,6.86865
USD,DKK,6.48135,6.4828,6.48208
USD,EUR,0.868923,0.869029,0.868976
USD,GBP,0.763662,0.763761,0.763712
USD,HKD,7.836,7.83669,7.83634
USD,INR,74.195,74.3,74.2475
USD,JPY,113.615,113.628,113.622
USD,KRW,1130.5,1132,1131.25
USD,MXN,18.9914,18.9958,18.9936
USD,MYR,4.14715,4.1523,4.14972
USD,NOK,8.27048,8.27491,8.2727
USD,NZD,1.55325,1.55364,1.55344
USD,PLN,3.7439,3.74614,3.74502
USD,RUB,66.6492,66.6922,66.6707
USD,SEK,9.08155,9.0843,9.08292
USD,SGD,1.38264,1.38285,1.38274
USD,THB,32.747,32.895,32.821
USD,TRY,6.14782,6.16023,6.15402
USD,TWD,30.913,30.968,30.9405
USD,USD,1,1,1
USD,ZAR,14.8185,14.8332,14.8258
ZAR,AUD,0.0956586,0.0957695,0.095714
ZAR,BRL,0.26112,0.261598,0.261359
ZAR,CAD,0.0872745,0.0873716,0.087323
ZAR,CHF,0.0668723,0.0669506,0.0669114
ZAR,CNY,0.463009,0.463568,0.463288
ZAR,DKK,0.436949,0.437479,0.437214
ZAR,EUR,0.0585791,0.0586447,0.0586119
ZAR,GBP,0.0514833,0.0515409,0.0515121
ZAR,HKD,0.528274,0.528844,0.528559
ZAR,INR,5.00196,5.01399,5.00798
ZAR,JPY,7.65951,7.66796,7.66374
ZAR,KRW,76.2145,76.3911,76.3028
ZAR,MXN,1.28033,1.28189,1.28111
